api_number,operator,operator_id,well_type,well_name,well_number,order_number,approval_date,month,year,location,Sec,latitude,longitude,psi,barrels_fluid,zone
3510500160.0,BRAHMAN OPERATING LLC,22248,2R,ALLUWE,137,38709.0,1959-01-21,1,1959,NOWATA,17,36.6469071,-95.5093205,270,50,BARTLESVILLE
3510500165.0,SHELTON OIL COMPANY LLC,8238,2R,LAWSON,Q023,19873.0,1947-03-28,3,1947,NOWATA,24,36.7189302,-95.546017,0,"4,600",BARTLESVILLE
3510500490.0,WESTEND OPERATING LLC,23593,2R,PAT HENRY,00-8,1502040096.0,2014-10-23,10,2014,NOWATA,16,36.6475841,-95.5016299,220,250,BARTLESVILLE
3510504536.0,GATEWAY RESOURCES USA INC,18192,2D,DOENGES,1,456290.0,2001-09-14,9,2001,NOWATA,22,36.800588,-95.8058069,500,"1,000",ARBUCKLE
3510504549.0,ENDEAVOR ENERGY RESOURCES LP,20857,2D,WEST MOORE,2,428237.0,1998-11-17,11,1998,NOWATA,24,36.801376,-95.7701813,600,500,BARTLESVILLE
3510506807.0,HARPER JOE HOWARD dba J H FIELD SERVICE,23632,2R,WOODS  ,6,1408840009.0,2016-04-25,4,2016,NOWATA,16,36.9136666,-95.716222,300,500,BARTLESVILLE
3510506964.0,BULLSEYE OPERATING LLC,21976,2D,HORST,WS-1,520822.0,2006-02-27,2,2006,NOWATA,4,36.9312063,-95.705964,300,"1,500",ARBUCKLE
3510507347.0,BULLSEYE OPERATING LLC,21976,2D,HILL (AKA ZIBELL ARBUCKLE),6,476015.0,2003-05-16,5,2003,NOWATA,32,36.9441529,-95.6968052,300,"2,000",ARBUCKLE
3510507850.0,COE PRODUCTION COMPANY LLC,21754,2D,GALLERY-BLANTON,4R,534687.0,2007-01-26,1,2007,NOWATA,5,36.9360732,-95.7300094,300,"2,000",ARBUCKLE
3510507852.0,NBI SERVICES INC,13989,2D,ALBERT TANNER,S-1,37520.0,1958-07-14,7,1958,NOWATA,35,36.7748775,-95.5619114,500,0,ARBUCKLE LIME
3510507921.0,OKAN GAS COMPANY LLC,21570,2R,LOLA YIRSA,WIW#1,390992.0,1995-03-27,3,1995,NOWATA,13,36.643385,-95.7566713,150,150,BARTLESVILLE
3510507938.0,ENDEAVOR ENERGY RESOURCES LP,20857,2D,NOYES,2 WD,437193.0,1999-12-07,12,1999,NOWATA,33,36.9425362,-95.6811278,200,"1,000",ARBUCKLE
3510507941.0,SHELTON OIL COMPANY LLC,8238,2D,LAWSON,8,456056.0,2001-09-05,9,2001,NOWATA,24,36.7216375,-95.5477291,400,200,BARTLESVILLE
3510507942.0,SHELTON OIL COMPANY LLC,8238,2D,LAWSON,6,454522.0,2001-07-24,7,2001,NOWATA,24,36.7203801,-95.5443316,400,200,BARTLESVILLE
3510507946.0,HOLT OPERATING SERVICE LLC,22469,2D,HILL B WSW,1,459547.0,2002-01-07,1,2002,NOWATA,3,36.9368779,-95.698661,300,"1,500",MISSISSIPPI
3510508086.0,COUNTY LINE STRIPPER WELLS LLC,23899,2R,R.M. THOMPSON,0-3,547988.0,2007-12-18,12,2007,NOWATA,33,36.5993204,-95.4876099,212,100,BARTLESVILLE
3510508276.0,SHELTON OIL COMPANY LLC,8238,2D,LAWSON,25,1202190095.0,2011-12-05,12,2011,NOWATA,24,36.7159671,-95.5465619,275,300,BARTLESVILLE
3510521082.0,HARPER JOE HOWARD dba J H FIELD SERVICE,23632,2R,JOE HEDRICKS WIW,1,1304540086.0,2013-08-23,8,2013,NOWATA,28,36.7116781,-95.6085085,339,300,BARTLESVILLE
3510521093.0,HENDERSON OIL LLC,23954,2R,ROEBUCK,1-W,139515.0,1978-03-29,3,1978,NOWATA,8,36.6644694,-95.628623,300,400,BARTLESVILLE
3510521117.0,NBI SERVICES INC,13989,2R,MILDRED-PAXTON,RD-2,535995.0,2007-02-27,2,2007,NOWATA,32,36.7782777,-95.6289038,350,500,BARTLESVILLE
3510521215.0,AYMER CHARLES MARK dba AYMER OIL,22626,2R,WELLER,W-2,1201780040.0,2011-10-18,10,2011,NOWATA,29,36.7107501,-95.619238,400,100,BARTLESVILLE
3510521276.0,NBI SERVICES INC,13989,2R,ADAMS,W-1,500322.0,2005-01-24,1,2005,NOWATA,31,36.7776951,-95.6309229,350,200,BARTLESVILLE
3510521277.0,NBI SERVICES INC,13989,2R,ADAMS,W-2,499768.0,2005-01-10,1,2005,NOWATA,31,36.7776964,-95.6324252,350,200,BARTLESVILLE
3510521337.0,AYMER CHARLES MARK dba AYMER OIL,22626,2R,WELLER,W-4,1201780042.0,2011-10-18,10,2011,NOWATA,29,36.7097376,-95.6181122,400,100,BARTLESVILLE
3510521341.0,ROCKY TOP ENERGY LLC,22945,2R,CHAPPELL,3,1004590034.0,2011-08-23,8,2011,NOWATA,1,36.7669484,-95.6575,300,300,BARTLESVILLE
3510521533.0,HARPER JOE HOWARD dba J H FIELD SERVICE,23632,2D,"TEMPLE ""B""",WIW 1,150766.0,1979-03-13,3,1979,NOWATA,28,36.7044542,-95.6001064,400,200,BARTLESVILLE
3510521535.0,HARPER JOE HOWARD dba J H FIELD SERVICE,23632,2D,TEMPLE,WW1,150765.0,1979-03-13,3,1979,NOWATA,28,36.7080656,-95.5978504,400,200,BARTLESVILLE
3510521868.0,CBM GAS COMPANY LLC,21569,2D,SMITH,1,178974.0,1980-11-05,11,1980,NOWATA,11,36.6631501,-95.6659689,500,800,MISSISSIPPI
3510521973.0,GATEWAY RESOURCES USA INC,18192,2D,SMITH A,1,355084.0,1991-03-08,3,1991,NOWATA,10,36.6690407,-95.7003233,450,150,BARTLESVILLE
3510522229.0,ENDEAVOR ENERGY RESOURCES LP,20857,2D,RAY SOUTH SWD,1,482974.0,2003-11-21,11,2003,NOWATA,32,36.6886667,-95.7259007,300,150,BARTLESVILLE
3510522288.0,BULLSEYE OPERATING LLC,21976,2R,MOORE,3,506323.0,2005-06-06,6,2005,NOWATA,23,36.9821995,-95.764782,300,"1,000","MISSISSIPPI, OSWEGO"
3510522323.0,ENDEAVOR ENERGY RESOURCES LP,20857,2D,ROSE,17-2,483623.0,2003-12-09,12,2003,NOWATA,17,36.7397261,-95.7341599,200,200,BARTLESVILLE
3510522330.0,NEOK PRODUCTION COMPANY LLC,21838,2D,RSWD,31-17,528220.0,2006-08-09,8,2006,NOWATA,17,36.8286111,-95.5103056,300,"5,000",ARBUCKLE
3510522341.0,BRATCO OPERATING COMPANY INC,20347,2D,BLUE RIBBON,3-6,185939.0,1981-03-17,3,1981,NOWATA,3,36.8539503,-95.7925926,100,750,ARBUCKLE LIME
3510522434.0,MACY RESOURCES LLC,22526,2D,KEITH,1W,221171.0,1982-07-21,7,1982,NOWATA,10,36.8383091,-95.6895344,400,750,BARTLESVILLE
3510522577.0,MOMS OIL & GAS LLC,24009,2R,STAGER                        ,     3,1300490089.0,2012-08-29,8,2012,NOWATA,32,36.6962762,-95.6146991,360,100,BARTLESVILLE
3510522585.0,OKAN GAS COMPANY LLC,21570,2D,OPAL BROWN,1,328399.0,1988-07-21,7,1988,NOWATA,25,36.6128667,-95.7699123,350,"1,500",ARBUCKLE
3510522636.0,MSM PETROLEUM LLC,23626,2D,LORENA,W1,502857.0,2005-03-21,3,2005,NOWATA,8,36.7433545,-95.6231823,400,300,MISSISSIPPI
3510522647.0,SHELTON OIL COMPANY LLC,8238,2R,FIDELITY,W-1,396015.0,1995-10-03,10,1995,NOWATA,5,36.6826961,-95.6181304,0,100,BARTLESVILLE
3510522683.0,HARPER JOE HOWARD dba J H FIELD SERVICE,23632,2D,"TEMPLE ""C""",W1W,172701.0,1980-07-17,7,1980,NOWATA,28,36.7044459,-95.5956038,300,200,BARTLESVILLE
3510522752.0,HARPER JOE HOWARD dba J H FIELD SERVICE,23632,2D,"SNIDER ""B""",14,422935.0,1998-05-06,5,1998,NOWATA,25,36.6246135,-95.6630819,500,500,MISSISSIPPI
3510522758.0,OKAN GAS COMPANY LLC,21570,2D,YIRSA,4,1202150001.0,2011-11-07,11,2011,NOWATA,13,36.6416629,-95.7677378,500,500,MISSISSIPPI
3510522787.0,HOLT OPERATING SERVICE LLC,22469,2D,HILL,3,213579.0,1982-04-16,4,1982,NOWATA,3,36.9319065,-95.7003753,300,600,BARTLESVILLE
3510522827.0,OKAN GAS COMPANY LLC,21570,2D,STEINHAUSER,21,425482.0,1998-08-06,8,1998,NOWATA,6,36.6778415,-95.7423959,500,500,MISSISSIPPIAN
3510522926.0,HENDERSON OIL LLC,23954,2R,TAYLOR,5,199381.0,1981-09-28,9,1981,NOWATA,32,36.6854044,-95.6270971,300,"7,000",ARBUCKLE LIME
3510522943.0,BELPORT OIL INC,17211,2D,NEVILLE,8,537770.0,2007-04-10,4,2007,NOWATA,21,36.9011433,-95.7094454,300,100,MISSISSIPPI
3510523187.0,RIVER ROCK OPERATING LLC,23862,2D,"KUEHN, V",13,429275.0,1998-12-30,12,1998,NOWATA,7,36.9242118,-95.6456092,300,"3,000",MISSISSIPPI
3510523210.0,RIVER ROCK OPERATING LLC,23862,2D,LUCAS,A-12,210021.0,1982-03-03,3,1982,NOWATA,1,36.9318944,-95.6521117,350,"2,000",ARBUCKLE  LIME
3510523386.0,HARPER JOE HOWARD dba J H FIELD SERVICE,23632,2R,TEMPLE,WIW-2,174398.0,1980-08-19,8,1980,NOWATA,28,36.7080697,-95.6000915,300,300,BARTLESVILLE
3510523387.0,HARPER JOE HOWARD dba J H FIELD SERVICE,23632,2D,TEMPLE,WIW-3,174860.0,1980-08-25,8,1980,NOWATA,28,36.708059,-95.602659,300,200,PENNSYLVANIA
3510523412.0,ENERTEC CORPORATION,10576,CDW,ROSE GARDEN SWD,D-1,468076.0,2002-09-23,9,2002,NOWATA,27,36.7130129,-95.6306544,350,"3,840",ARBUCKLE
3510523442.0,RIVER ROCK OPERATING LLC,23862,2D,WOODY,3,426524.0,1998-09-17,9,1998,NOWATA,36,36.9448643,-95.6307317,500,500,MISSISSIPPI
3510523457.0,ENDEAVOR ENERGY RESOURCES LP,20857,2D,MARSHALL B,32,448522.0,2001-01-23,1,2001,NOWATA,32,36.5982986,-95.6124709,650,"2,500",ARBUCKLE
3510523611.0,BRATCO OPERATING COMPANY INC,20347,2D,MAY,D-1,185940.0,1981-03-17,3,1981,NOWATA,21,36.7143566,-95.7149497,250,500,BURGESS
3510523749.0,ENDEAVOR ENERGY RESOURCES LP,20857,2D,GARRETT,7-4,482976.0,2003-11-21,11,2003,NOWATA,7,36.7555866,-95.7535567,300,200,BARTLESVILLE
3510523826.0,RIVER ROCK OPERATING LLC,23862,2D,HAVENS/E. SMITH,17,432610.0,1999-05-28,5,1999,NOWATA,3,36.9337193,-95.6868032,670,500,PENNSYLVANIA
3510523894.0,BULLSEYE OPERATING LLC,21976,2D,MACKIE,5,541348.0,2007-07-03,7,2007,NOWATA,3,36.9372904,-95.7994284,300,"1,200","BURGESS, MISSISSIPPI"
3510523958.0,SHELTON OIL COMPANY LLC,8238,2R,FIDELITY,W-2,396016.0,1995-10-03,10,1995,NOWATA,5,36.6826878,-95.6136291,0,100,BARTLESVILLE
3510524086.0,DDCOIL LLC,23058,2D,RHODES,20,1301890018.0,2012-11-09,11,2012,NOWATA,14,36.7343333,-95.6800496,450,800,ARBUCKLE
3510524099.0,RIVER ROCK OPERATING LLC,23862,2D,O'NEIL (DREWS),3-A,431213.0,1999-03-31,3,1999,NOWATA,16,36.9024236,-95.6047264,450,300,ARBUCKLE
3510524171.0,PEMCO LLC,22089,2R,JAMESON,5,502214.0,2005-03-09,3,2005,NOWATA,31,36.7834444,-95.6465833,400,100,BARTLESVILLE
3510524204.0,PEARSAIL JARRETT,22933,2R,CHRISOM,D5-7,554799.0,2008-05-30,5,2008,NOWATA,5,36.7700607,-95.6169206,345,100,BARTLESVILLE
3510524345.0,SMITH DARRIN,22719,2D,STROUD,5,222939.0,1982-08-20,8,1982,NOWATA,31,36.7797003,-95.6445746,300,500,BARTLESVILLE
3510524419.0,KSOK LLC,23804,2R,SUSAN J ROHRS,8,569947.0,2009-09-01,9,2009,NOWATA,31,36.7845713,-95.7394278,500,500,BARTLESVILLE
3510524420.0,HOLT OPERATING SERVICE LLC,22469,2D,HILL,9,368819.0,1992-10-07,10,1992,NOWATA,3,36.9397189,-95.6997782,300,100,BARTLESVILLE
3510524473.0,ENDEAVOR ENERGY RESOURCES LP,20857,2D,PAINTER,I-106,217238.0,1982-05-28,5,1982,NOWATA,10,36.8302677,-95.7971835,200,"2,000",ARBUCKLE  LIME
3510524576.0,ENDEAVOR ENERGY RESOURCES LP,20857,2D,RAY NORTH SWD,1,482973.0,2003-11-21,11,2003,NOWATA,32,36.6935398,-95.7238934,300,150,BARTLESVILLE
3510524787.0,HARPER JOE HOWARD dba J H FIELD SERVICE,23632,2R,KELLY,4,554896.0,2008-06-04,6,2008,NOWATA,33,36.6899651,-95.6091536,400,500,BARTLESVILLE
3510524849.0,RIVER ROCK OPERATING LLC,23862,2D,GLASS,7-A,205492.0,1982-01-04,1,1982,NOWATA,14,36.9111346,-95.6743029,300,"1,000",ARBUCKLE LIME
3510524980.0,ROCKY TOP ENERGY LLC,22945,2D,BAIRD SWD,1,482681.0,2003-11-14,11,2003,NOWATA,36,36.7732954,-95.7665556,300,150,SKINNER
3510525065.0,GATEWAY RESOURCES USA INC,18192,2R,YIRSA,CTA #1,429535.0,1999-01-14,1,1999,NOWATA,15,36.6433553,-95.7917722,300,500,ARBUCKLE
3510525078.0,ROCKY TOP ENERGY LLC,22945,2D,BAIRD SWD,2,482972.0,2003-11-21,11,2003,NOWATA,36,36.7731354,-95.7684648,300,150,SKINNER
3510525229.0,BULLSEYE OPERATING LLC,21976,2D,ADAIR,1,539377.0,2007-05-15,5,2007,NOWATA,31,36.6899574,-95.7541713,300,700,"BARTLESVILLE, MISSISSIPPI"
3510525246.0,BOLLINGER M A,18947,2R,POWELL,5,536580.0,2007-03-09,3,2007,NOWATA,31,36.7755908,-95.6434609,200,30,BARTLESVILLE
3510525849.0,RENCO ENERGY INC,20394,2R,CLARK,20,510956.0,2005-09-07,9,2005,NOWATA,34,36.6105912,-95.4776792,250,100,BARTLESVILLE
3510526156.0,WOODY OIL LLC,22722,2D,RUTH I. HACKATHORN,6,246607.0,1983-10-17,10,1983,NOWATA,15,36.91227,-95.5827076,300,"5,000",ARBUCKLE
3510526159.0,GATEWAY RESOURCES USA INC,18192,2D,LEHMAN,1A,425154.0,1998-07-30,7,1998,NOWATA,14,36.6501143,-95.7831424,500,500,BARTLESVILLE
3510526203.0,PERFORMANCE PETROLEUM COMPANY LLC,19866,2R,W.C. DOENGES,27-12,250374.0,1983-12-20,12,1983,NOWATA,27,36.7876866,-95.8049708,500,500,BARTLESVILLE
3510526232.0,HARPER JOE HOWARD dba J H FIELD SERVICE,23632,2D,HENDRICKS,W-1,230447.0,1982-12-27,12,1982,NOWATA,28,36.7116871,-95.5955736,350,900,BARTLESVILLE
3510526268.0,MACY RESOURCES LLC,22526,2D,SWANSON,WW3,507076.0,2005-06-17,6,2005,NOWATA,10,36.8317706,-95.6890149,400,500,BARTLESVILLE
3510526368.0,J & K OPERATING,19212,2D,MINNIE FRY,2,370563.0,1992-12-17,12,1992,NOWATA,28,36.7030359,-95.7020028,0,80,BARTLESVILLE
3510526460.0,PERFORMANCE PETROLEUM COMPANY LLC,19866,2R,W.C. DOENGES,27-14,250377.0,1983-12-20,12,1983,NOWATA,27,36.7876902,-95.8072518,500,500,BARTLESVILLE
3510526462.0,PERFORMANCE PETROLEUM COMPANY LLC,19866,2R,W.C. DOENGES,27-10,250378.0,1983-12-20,12,1983,NOWATA,27,36.7858666,-95.8072271,500,500,BARTLESVILLE
3510526711.0,BRATCO OPERATING COMPANY INC,20347,2D,MARTIN-BLUE RIBBON,27-D,255994.0,1984-03-22,3,1984,NOWATA,27,36.8775556,-95.8061555,400,"1,500",ARBUCKLE  LIME
3510526723.0,WHITE EAGLE OIL & GAS LLC,23771,2R,LOWERY,1 LA,1605650125.0,2016-09-26,9,2016,NOWATA,23,36.9828055,-95.6546667,435,300,BARTLESVILLE
3510526749.0,WHITE EAGLE OIL & GAS LLC,23771,2R,LEE,I-1,264974.0,1984-09-06,9,1984,NOWATA,23,36.9849166,-95.6524167,300,500,BARTLESVILLE
3510526794.0,SUBTERRANEAN ENERGY LLC,22771,2D,SUMMERS,W-1,309059.0,1987-02-23,2,1987,NOWATA,18,36.740777,-95.63983,350,200,BARTLESVILLE
3510526973.0,BULLSEYE OPERATING LLC,21976,2R,MCGLORY,2,1408660078.0,2014-09-12,9,2014,NOWATA,23,36.6400118,-95.7878886,0,500,BARTLESVILLE
3510527044.0,WHITE EAGLE OIL & GAS LLC,23771,2D,LOWERY,5,472174.0,2003-02-03,2,2003,NOWATA,23,36.9827243,-95.6560335,200,"1,000",ARBUCKLE
3510527097.0,WHITE EAGLE OIL & GAS LLC,23771,2R,LEE,5,368865.0,1992-10-08,10,1992,NOWATA,23,36.9811568,-95.651946,600,600,BARTLESVILLE
3510527106.0,AYMER CHARLES MARK dba AYMER OIL,22626,2R,WELLER,W-3,1201780041.0,2011-10-17,10,2011,NOWATA,29,36.7112014,-95.6198009,400,100,BARTLESVILLE
3510527168.0,WHITE EAGLE OIL & GAS LLC,23771,2R,LEE,6,372786.0,1993-03-30,3,1993,NOWATA,23,36.9806756,-95.6517417,600,600,BARTLESVILLE
3510527301.0,MACY RESOURCES LLC,22526,2R,KEITH,6,272353.0,1985-01-29,1,1985,NOWATA,10,36.8385246,-95.6857261,425,100,BARTLESVILLE
3510527302.0,MACY RESOURCES LLC,22526,2R,KEITH,7,272355.0,1985-01-29,1,1985,NOWATA,10,36.8385273,-95.6840347,425,100,BARTLESVILLE
3510527458.0,NBI SERVICES INC,13989,2D,M F CANADA,D-I,528513.0,2006-08-16,8,2006,NOWATA,30,36.7988417,-95.6364899,300,"5,000",ARBUCKLE
3510527481.0,ENDEAVOR ENERGY RESOURCES LP,20857,2D,WICKHAM SWD,2,482971.0,2003-11-21,11,2003,NOWATA,1,36.6835903,-95.7586024,300,150,BARTLESVILLE
3510527521.0,BRATCO OPERATING COMPANY INC,20347,2D,BLUE RIBBON,27-8,370559.0,1992-12-17,12,1992,NOWATA,27,36.8865628,-95.7994201,450,150,BARTLESVILLE
3510527551.0,NBI SERVICES INC,13989,2R,MILDRED PAXTON,AW-1,510798.0,2005-09-06,9,2005,NOWATA,32,36.7795518,-95.6278561,350,500,BARTLESVILLE
3510527566.0,NBI SERVICES INC,13989,2R,M F CANADA,6AI,345744.0,1990-03-19,3,1990,NOWATA,30,36.7985104,-95.6351768,600,"4,000",BARTLESVILLE
3510527569.0,NBI SERVICES INC,13989,2R,M F CANADA,10AI,345745.0,1990-03-19,3,1990,NOWATA,30,36.7994164,-95.6369889,600,"4,000",BARTLESVILLE
3510527598.0,NBI SERVICES INC,13989,2R,MILDRED PAXTON,AW-6,510799.0,2005-09-06,9,2005,NOWATA,32,36.781178,-95.6204624,350,500,BARTLESVILLE
3510527599.0,NBI SERVICES INC,13989,2R,MILDRED PAXTON,AW-7,510800.0,2005-09-06,9,2005,NOWATA,32,36.7811737,-95.6190113,350,500,BARTLESVILLE
3510527601.0,NBI SERVICES INC,13989,2R,MILDRED PAXTON,AW-9,499983.0,2005-01-14,1,2005,NOWATA,32,36.7800063,-95.6190051,350,500,BARTLESVILLE
3510527607.0,NBI SERVICES INC,13989,2R,MILDRED PAXTON,AW-4,509989.0,2005-08-17,8,2005,NOWATA,32,36.7811861,-95.6232093,350,500,BARTLESVILLE
3510527624.0,GATEWAY RESOURCES USA INC,18192,2D,RICHARDSON,1,326858.0,1988-06-09,6,1988,NOWATA,35,36.6907924,-95.6778198,300,"1,000",MISSISSIPPI
3510527627.0,NBI SERVICES INC,13989,2R,MILDRED PAXTON,AW-10,509993.0,2005-08-17,8,2005,NOWATA,32,36.7800016,-95.6174175,350,500,BARTLESVILLE
3510527629.0,NBI SERVICES INC,13989,2R,MILDRED PAXTON,AW-12,510803.0,2005-09-06,9,2005,NOWATA,32,36.7800147,-95.6218338,350,500,BARTLESVILLE
3510527630.0,NBI SERVICES INC,13989,2R,MILDRED PAXTON,AW-13,509994.0,2005-08-17,8,2005,NOWATA,32,36.7788343,-95.6174113,350,500,BARTLESVILLE
3510527707.0,NBI SERVICES INC,13989,2R,GLASS-REED,W-3,512694.0,2005-10-07,10,2005,NOWATA,32,36.7832435,-95.6223729,350,500,BARTLESVILLE
3510527708.0,NBI SERVICES INC,13989,2R,GLASS-REED,W-4,512890.0,2005-10-11,10,2005,NOWATA,32,36.783239,-95.6208705,350,500,BARTLESVILLE
3510527710.0,NBI SERVICES INC,13989,2R,GLASS-REED,W-1,513680.0,2005-10-24,10,2005,NOWATA,32,36.7843126,-95.6216648,350,500,BARTLESVILLE
3510527711.0,NBI SERVICES INC,13989,2R,GLASS-REED,W-2,511905.0,2005-09-26,9,2005,NOWATA,32,36.7832479,-95.6238753,350,500,BARTLESVILLE
3510527731.0,NBI SERVICES INC,13989,2R,GLASS-REED,W-5,510357.0,2005-08-25,8,2005,NOWATA,32,36.7832308,-95.6180831,350,500,BARTLESVILLE
3510527732.0,NBI SERVICES INC,13989,2R,UNIVERSITY,W-1,318347.0,1987-10-27,10,1987,NOWATA,32,36.7841901,-95.6173882,350,100,BARTLESVILLE
3510527735.0,NBI SERVICES INC,13989,2R,GLASS-REED,W-7,500324.0,2005-01-24,1,2005,NOWATA,32,36.7832216,-95.6150271,350,200,BARTLESVILLE
3510527741.0,NBI SERVICES INC,13989,2R,IDA CANADA,2AI,346694.0,1986-07-01,7,1986,NOWATA,19,36.8011618,-95.6361112,600,"4,000",BARTLESVILLE
3510527762.0,S AND H OIL AND GAS LLC,23687,2R,GLASS-PAXTON,3,516251.0,2005-12-12,12,2005,NOWATA,32,36.7855189,-95.6255845,300,200,BARTLESVILLE
3510527836.0,NBI SERVICES INC,13989,2R,IDA CANADA,6A 1,1305600072.0,2013-08-23,8,2013,NOWATA,19,36.8016824,-95.6345927,416,"4,000",BARTLESVILLE
3510527854.0,NBI SERVICES INC,13989,2R,GLASS-HARMON,W-1,555150.0,2008-06-11,6,2008,NOWATA,27,36.7933062,-95.583179,400,"1,000",BARTLESVILLE
3510527855.0,NBI SERVICES INC,13989,2R,GLASS-HARMON,W-2,555151.0,2008-06-11,6,2008,NOWATA,27,36.7933145,-95.5817792,400,"1,000",BARTLESVILLE
3510527856.0,NBI SERVICES INC,13989,2R,GLASS-HARMON,W-3,555152.0,2008-06-11,6,2008,NOWATA,27,36.7933228,-95.5803795,400,"1,000",BARTLESVILLE
3510527857.0,NBI SERVICES INC,13989,2R,GLASS-HARMON,W-4,499982.0,2005-01-14,1,2005,NOWATA,27,36.7920486,-95.5831647,350,500,BARTLESVILLE
3510527858.0,NBI SERVICES INC,13989,2R,GLASS HARMON,W-5,555153.0,2008-06-11,6,2008,NOWATA,27,36.7917883,-95.5813729,400,"1,000",BARTLESVILLE
3510527859.0,NBI SERVICES INC,13989,2R,GLASS HARMON,6-W,500321.0,2005-01-25,1,2005,NOWATA,27,36.7920724,-95.5803646,350,500,BARTLESVILLE
3510527861.0,NBI SERVICES INC,13989,2R,GLASS-HARMON,W-8,555154.0,2008-06-11,6,2008,NOWATA,27,36.7908245,-95.5817646,400,"1,000",BARTLESVILLE
3510527862.0,NBI SERVICES INC,13989,2R,GLASS-HARMON,W-9,555155.0,2008-06-11,6,2008,NOWATA,27,36.7908364,-95.5803645,400,"1,000",BARTLESVILLE
3510527912.0,NBI SERVICES INC,13989,2R,TEXACO,93AI,346694.0,1990-04-24,4,1990,NOWATA,29,36.7936972,-95.6134397,600,"4,000",BARTLESVILLE
3510527941.0,NBI SERVICES INC,13989,2R,TEXACO,100AI,346694.0,1990-04-24,4,1990,NOWATA,29,36.7941596,-95.6172176,600,"4,000",BARTLESVILLE
3510527943.0,NBI SERVICES INC,13989,2R,TEXACO,108AI,346694.0,1990-04-24,4,1990,NOWATA,29,36.7954009,-95.6176303,600,"4,000",BARTLESVILLE
3510527944.0,NBI SERVICES INC,13989,2R,TEXACO,109AI,346694.0,1990-04-24,4,1990,NOWATA,29,36.7957239,-95.6160943,600,"4,000",BARTLESVILLE
3510527951.0,NBI SERVICES INC,13989,2D,WAITE,1,301962.0,1986-08-21,8,1986,NOWATA,29,36.7923613,-95.6166397,300,"5,000",ARBUCKLE
3510527971.0,P & P CEMENTING LLC,21367,CDW,TOTAL SERVICE,WD-1,321363.0,1988-01-28,1,1988,NOWATA,30,35.4270568,-96.3248858,500,"3,000",ARBUCKLE
3510528175.0,F & G MANAGEMENT LLC,21365,2D,MEIR DISPOSAL,DISP,537591.0,2007-04-05,4,2007,NOWATA,19,36.8059718,-95.7397594,500,500,BARTLESVILLE
3510528248.0,NBI SERVICES INC,13989,2R,LILLIE TANNER,301 I,336730.0,1989-03-14,3,1989,NOWATA,36,36.7779008,-95.5496195,450,"4,000",BARTLESVILLE
3510528259.0,SHELTON OIL COMPANY LLC,8238,2D,LAWSON,38,328590.0,1988-07-27,7,1988,NOWATA,24,36.720292,-95.5466854,400,200,BARTLESVILLE
3510528262.0,NBI SERVICES INC,13989,2R,CLYDE TANNER,188I,352750.0,1990-12-19,12,1990,NOWATA,36,36.7744266,-95.5534147,550,"4,000",BARTLESVILLE
3510528295.0,NBI SERVICES INC,13989,2R,TEXACO,106I,346694.0,1990-04-24,4,1990,NOWATA,29,36.7952571,-95.6126148,600,"4,000",BARTLESVILLE
3510528297.0,NBI SERVICES INC,13989,2R,TEXACO,47I,346694.0,1990-04-24,4,1990,NOWATA,29,36.7899841,-95.6125144,600,"4,000",BARTLESVILLE
3510528300.0,NBI SERVICES INC,13989,2R,TEXACO,97I,346694.0,1990-04-24,4,1990,NOWATA,28,36.7943166,-95.6107037,600,"4,000",BARTLESVILLE
3510528301.0,NBI SERVICES INC,13989,2R,TEXACO,62I,346694.0,1990-04-24,4,1990,NOWATA,29,36.7912253,-95.6129255,600,"4,000",BARTLESVILLE
3510528303.0,NBI SERVICES INC,13989,2R,WAITE,58I,346694.0,1990-04-24,4,1990,NOWATA,29,36.790579,-95.6160033,600,"4,000",BARTLESVILLE
3510528304.0,NBI SERVICES INC,13989,2R,WAITE,60I,346694.0,1990-04-24,4,1990,NOWATA,29,36.7909022,-95.6144627,600,"4,000",BARTLESVILLE
3510528305.0,NBI SERVICES INC,13989,2R,TEXACO,32I,346694.0,1990-04-24,4,1990,NOWATA,29,36.7887428,-95.6121033,600,"4,000",BARTLESVILLE
3510528307.0,NBI SERVICES INC,13989,2R,WAITE,56I,346694.0,1990-04-24,4,1990,NOWATA,29,36.7902559,-95.6175439,600,"4,000",BARTLESVILLE
3510528316.0,NBI SERVICES INC,13989,2R,WAITE,24I,346694.0,1990-04-24,4,1990,NOWATA,29,36.787453,-95.618262,600,"4,000",BARTLESVILLE
3510528317.0,NBI SERVICES INC,13989,2R,WAITE,26I,346694.0,1990-04-24,4,1990,NOWATA,29,36.7877762,-95.6167215,600,"4,000",BARTLESVILLE
3510528324.0,NBI SERVICES INC,13989,2R,WAITE,74I,346694.0,1990-04-24,4,1990,NOWATA,29,36.7918202,-95.6164145,600,"4,000",BARTLESVILLE
3510528334.0,NBI SERVICES INC,13989,2R,WAITE,89I,346694.0,1990-04-24,4,1990,NOWATA,29,36.7930615,-95.6168257,600,"4,000",BARTLESVILLE
3510528335.0,NBI SERVICES INC,13989,2R,TEXACO,91I,346694.0,1990-04-24,4,1990,NOWATA,29,36.7933663,-95.615285,600,"4,000",BARTLESVILLE
3510528354.0,NBI SERVICES INC,13989,2R,TEXACO,95I,346694.0,1990-04-24,4,1990,NOWATA,29,36.7940164,-95.6122037,600,"4,000",BARTLESVILLE
