,event_id,date,year,month,latitude,longitude,depth,mag_type,magnitude,state,time,potential_blast,bix_potential_blasts
495,4488149,2013-11-21,2013,11,37.916,-81.2993,8400,ML,2.5,West Virginia,20:02:08,1,1
496,4488153,2013-11-21,2013,11,38.0188,-80.531,3400,ML,2.5,West Virginia,21:37:37,1,1
497,4599376,2013-12-03,2013,12,43.0856,-73.8709,7500,ML,1.8,New York,18:30:02,1,1
498,4599403,2013-12-05,2013,12,40.624,-76.4099,5100,ML,2.4,Pennsylvania,13:20:31,1,1
499,4599454,2013-12-10,2013,12,40.7928,-76.3088,7900,ML,2.0,Pennsylvania,15:13:40,1,1
500,4599473,2013-12-12,2013,12,39.2426,-78.0882,14000,ML,1.7,Virginia,18:58:18,1,1
501,4599508,2013-12-16,2013,12,38.0563,-81.6925,7200,ML,2.6,West Virginia,16:42:40,1,1
502,4372622,2013-07-18,2013,7,37.5755,-82.399,8200,ML,2.1,West Virginia,22:15:07,1,1
503,4372000,2013-08-15,2013,8,40.796,-76.6532,4100,ML,2.0,Pennsylvania,16:51:20,1,1
504,4599520,2013-12-17,2013,12,38.4815,-80.5765,16500,ML,2.4,West Virginia,21:08:49,1,1
505,5114944,2015-03-09,2015,3,41.1513,-80.0135,3300,ML,2.4,Ohio,15:57:37,1,1
506,usp00073rq,1995-09-21,1995,9,45.08,-74.21,18000,mblg,3.1,Quebec,23:03:27,0,0
507,usp0007mf4,1996-07-23,1996,7,44.453,-74.03,5000,mblg,2.8,New York,01:19:59.970000,0,0
508,usp0007rjb,1996-10-17,1996,10,39.742,-76.054,5400,md,2.2,Pennsylvania,11:43:27.980000,0,0
509,usp000a31y,2000-11-06,2000,11,42.762,-74.068,8000,md,2.4,New York,12:16:36.700000,0,0
510,usp000a7vu,2001-01-17,2001,1,40.777,-73.954,7000,md,2.4,New York,12:34:22.600000,0,0
511,usp000a811,2001-01-20,2001,1,41.877,-80.774,5000,mblg,2.6,Ohio,02:05:07.540000,0,0
512,4638466,2014-01-22,2014,1,37.7355,-81.9786,11000,ML,2.3,West Virginia,12:59:03,1,1
513,4638476,2014-01-23,2014,1,38.197,-81.8019,13100,ML,2.2,West Virginia,13:48:42,1,1
514,4638478,2014-01-23,2014,1,39.8392,-79.9218,14900,ML,2.4,West Virginia,16:57:13,1,1
515,4638552,2014-01-29,2014,1,38.0704,-81.3388,3000,ML,2.6,West Virginia,21:33:05,1,1
516,4638564,2014-01-30,2014,1,37.9063,-81.3141,13100,ML,2.3,West Virginia,20:01:31,1,1
517,4767839,2014-02-21,2014,2,40.8293,-78.2637,4600,ML,2.1,Pennsylvania,17:54:33,1,1
518,4767842,2014-02-21,2014,2,38.0148,-80.5402,14900,ML,2.4,West Virginia,21:37:24,1,1
519,4766689,2014-03-06,2014,3,38.3354,-81.059,3400,ML,2.5,West Virginia,21:51:14,1,1
520,4766690,2014-03-06,2014,3,37.7586,-82.0698,2100,ML,2.5,West Virginia,22:13:24,1,1
521,4766765,2014-03-11,2014,3,38.0184,-81.7281,4400,ML,1.9,West Virginia,20:49:45,1,1
522,4766796,2014-03-13,2014,3,37.8012,-82.1511,3400,ML,2.4,West Virginia,20:24:56,1,1
523,4766860,2014-03-18,2014,3,39.9568,-79.3822,4400,ML,2.5,West Virginia,21:21:10,1,1
524,4766873,2014-03-19,2014,3,37.6922,-82.0694,5400,ML,2.4,West Virginia,20:52:31,1,1
525,4767042,2014-03-31,2014,3,40.187,-80.9705,13700,ML,2.5,Pennsylvania,19:05:10,1,1
526,4812917,2014-04-02,2014,4,40.801,-78.4394,11900,ML,2.1,Pennsylvania,14:16:48,1,1
527,4812961,2014-04-07,2014,4,38.0545,-81.6817,13300,ML,2.2,West Virginia,18:11:04,1,1
528,4371986,2013-08-14,2013,8,37.8213,-82.1408,1600,ML,2.4,West Virginia,20:37:43,1,1
529,5114989,2015-03-18,2015,3,40.3473,-74.9068,300,ML,2.1,New Jersey,16:00:05,1,1
530,4808438,2014-05-08,2014,5,40.7316,-76.3021,8200,ML,1.6,Pennsylvania,16:07:52,1,1
531,4808444,2014-05-08,2014,5,37.8916,-81.7118,2200,ML,2.2,West Virginia,20:19:34,1,1
532,4808455,2014-05-09,2014,5,43.5906,-75.3403,14600,ML,1.8,New York,15:54:50,1,1
533,4808469,2014-05-12,2014,5,40.8493,-75.8065,2900,ML,1.8,Pennsylvania,15:20:48,1,1
534,4808488,2014-05-13,2014,5,39.8485,-79.911,10100,ML,2.3,West Virginia,18:03:33,1,1
535,4374158,2013-09-11,2013,9,37.8933,-81.5944,5200,ML,2.5,West Virginia,21:57:44,1,1
536,4808495,2014-05-14,2014,5,42.9895,-75.1998,14600,ML,2.4,New York,16:41:21,1,1
537,4808556,2014-05-20,2014,5,42.5191,-73.8447,3500,ML,2.1,New York,20:49:23,1,1
538,4808610,2014-05-27,2014,5,40.7108,-76.3114,7400,ML,2.0,Pennsylvania,17:42:37,1,1
539,4808623,2014-05-28,2014,5,38.0519,-81.4662,6300,ML,2.2,West Virginia,20:26:35,1,1
540,usp000a8dr,2001-01-26,2001,1,41.942,-80.802,5000,mb,3.9,Ohio,03:03:20.060000,0,0
541,usp000ac4n,2001-03-28,2001,3,37.31,-80.812,10000,md,2.5,West Virginia,11:19:24.600000,0,0
542,usp000ag00,2001-06-03,2001,6,41.905,-80.767,5000,mblg,3.4,Ohio,22:36:46.460000,0,0
543,usp000b2u9,2002-04-20,2002,4,44.504,-73.703,5000,ml,2.6,New York,11:45:28.700000,0,0
544,usp000b4x4,2002-05-24,2002,5,44.504,-73.675,10000,ml,3.1,New York,23:46:00.400000,0,0
545,usp000b6wq,2002-06-25,2002,6,44.499,-73.703,9000,md,3.0,New York,13:40:28.100000,0,0
546,usp000bmdm,2002-12-25,2002,12,44.56,-73.79,14700,mblg,3.3,New York,18:25:19,0,0
547,usp000buqg,2003-04-08,2003,4,44.615,-74.34,10000,mblg,3.7,New York,15:06:14.400000,0,0
548,usp000c2ph,2003-07-17,2003,7,41.86,-80.76,2500,mblg,2.5,Ohio,00:44:10,0,0
549,usp000c5zy,2003-08-26,2003,8,40.606,-75.106,3000,mblg,3.8,New Jersey,18:24:18.400000,0,0
550,usp000c62z,2003-08-27,2003,8,44.882,-73.73,10000,md,2.2,New York,19:55:39,0,0
551,usp000cq6p,2004-03-17,2004,3,44.896,-74.912,8000,mblg,2.8,New York,22:01:58.200000,0,0
552,usp000cqme,2004-03-22,2004,3,39.866,-75.063,2400,mblg,2.2,New Jersey,15:21:39,0,0
553,usp000d3gd,2004-09-04,2004,9,44.899,-74.893,3600,ml,2.9,New York,02:05:32.040000,0,0
554,usp000d6ca,2004-10-14,2004,10,41.392,-74.0,10000,md,2.7,New York,09:36:02.400000,0,0
555,usp000dhd7,2005-03-03,2005,3,45.06,-74.2,18000,mblg,3.5,Quebec,02:22:01,0,0
556,4815540,2014-06-02,2014,6,42.5164,-73.8544,11500,ML,1.9,New York,19:24:22,1,1
557,4820586,2014-07-08,2014,7,43.0032,-76.3528,13400,ML,2.1,New York,15:47:16,1,1
558,4820608,2014-07-09,2014,7,38.1115,-80.4664,21000,ML,2.4,West Virginia,20:00:22,1,1
559,4820626,2014-07-10,2014,7,38.0233,-80.5346,6500,ML,2.7,West Virginia,20:25:28,1,1
560,4820642,2014-07-11,2014,7,38.0989,-81.6861,4500,ML,2.1,West Virginia,17:23:10,1,1
561,4820693,2014-07-16,2014,7,38.0573,-81.4704,2100,ML,2.3,West Virginia,21:40:14,1,1
562,4820823,2014-07-29,2014,7,42.9914,-75.1891,14500,ML,2.4,New York,17:30:23,1,1
563,4820834,2014-07-30,2014,7,44.2954,-73.5922,16100,ML,2.0,New York,16:55:26,1,1
564,4820841,2014-07-30,2014,7,37.6967,-82.0715,3100,ML,2.3,West Virginia,20:58:41,1,1
565,5006156,2014-08-13,2014,8,42.9459,-77.6375,10900,ML,2.1,New York,15:06:01,1,1
566,5111755,2015-01-22,2015,1,37.7533,-82.06,500,ML,2.3,West Virginia,21:27:03,1,1
567,5006171,2014-08-14,2014,8,37.7449,-82.1334,5700,ML,2.1,West Virginia,18:57:03,1,1
568,5006179,2014-08-15,2014,8,43.0165,-76.3612,15500,ML,2.2,New York,15:44:30,1,1
569,5006222,2014-08-20,2014,8,37.4266,-82.2263,2500,ML,2.1,West Virginia,22:30:32,1,1
570,5006229,2014-08-21,2014,8,38.1371,-80.4589,13900,ML,2.5,West Virginia,21:34:03,1,1
571,5006232,2014-08-22,2014,8,40.7324,-76.1509,2500,ML,1.7,Pennsylvania,15:50:54,1,1
572,5006252,2014-08-25,2014,8,37.9744,-81.3585,6400,ML,2.5,West Virginia,16:20:04,1,1
573,5006260,2014-08-26,2014,8,38.1262,-80.4697,14400,ML,2.5,West Virginia,20:09:55,1,1
574,5006271,2014-08-28,2014,8,43.5829,-75.3411,15600,ML,1.9,New York,15:56:17,1,1
575,5006277,2014-08-29,2014,8,37.8461,-81.9123,4000,ML,2.1,West Virginia,13:58:48,1,1
576,usp000eeqn,2006-04-17,2006,4,40.266,-76.041,2000,ml,1.2,Pennsylvania,01:27:03.620000,0,0
577,usp000ewg9,2006-11-02,2006,11,37.2,-81.92,1000,mb,4.3,West Virginia,17:53:02.110000,0,0
578,usp000f05f,2006-12-13,2006,12,40.292,-76.037,6000,md,2.5,Pennsylvania,19:07:52.900000,0,0
579,usp000f1ma,2007-01-03,2007,1,41.733,-80.179,5000,mblg,2.5,Pennsylvania,09:08:31.600000,0,0
580,5005199,2014-09-02,2014,9,39.8416,-79.917,11300,ML,2.3,West Virginia,15:36:13,1,1
581,5005206,2014-09-02,2014,9,38.124,-81.6885,6000,ML,2.1,West Virginia,19:25:13,1,1
582,5005271,2014-09-08,2014,9,37.3353,-81.9612,2200,ML,2.5,West Virginia,20:13:27,1,1
583,5005278,2014-09-09,2014,9,40.0826,-79.2475,3200,ML,2.2,Pennsylvania,17:26:20,1,1
584,5005298,2014-09-10,2014,9,37.9032,-81.3004,3500,ML,2.6,West Virginia,21:34:51,1,1
585,5005319,2014-09-12,2014,9,42.6546,-74.3117,12700,ML,2.0,New York,16:18:13,1,1
586,5005378,2014-09-16,2014,9,40.7707,-76.3718,11500,ML,1.8,Pennsylvania,16:36:05,1,1
587,5005397,2014-09-17,2014,9,37.9781,-81.415,3100,ML,2.4,West Virginia,20:16:54,1,1
588,5005405,2014-09-18,2014,9,37.5844,-82.0801,10400,ML,2.5,West Virginia,16:03:26,1,1
589,5005452,2014-09-24,2014,9,43.0113,-76.3594,16800,ML,2.4,New York,16:38:08,1,1
590,5005493,2014-09-29,2014,9,39.5131,-78.9936,2300,ML,2.5,Virginia,15:47:56,1,1
591,5005512,2014-09-30,2014,9,39.2497,-78.0853,16800,ML,1.3,Virginia,16:40:04,1,1
592,5007469,2014-10-03,2014,10,37.8645,-81.2542,9400,ML,2.2,West Virginia,21:33:56,1,1
593,5007475,2014-10-06,2014,10,37.7901,-82.1076,12400,ML,2.4,West Virginia,11:52:53,1,1
594,4220914,2012-12-06,2012,12,37.5763,-82.3755,3700,ML,2.7,West Virginia,21:40:24,1,1
595,4225639,2013-03-25,2013,3,37.8638,-81.8778,3900,ML,2.6,West Virginia,18:25:56,1,1
596,4225709,2013-03-29,2013,3,43.8432,-75.9451,6000,ML,1.9,New York,17:00:59,1,1
597,4310817,2013-04-04,2013,4,39.5962,-78.8887,2700,ML,2.5,Virginia,18:53:10,1,1
598,4310896,2013-04-10,2013,4,38.0732,-81.7009,5300,ML,2.5,West Virginia,21:50:48,1,1
599,4374063,2013-09-06,2013,9,38.2792,-81.6194,4900,ML,2.5,West Virginia,16:11:01,1,1
600,4374310,2013-09-20,2013,9,44.3674,-74.1484,11500,ML,1.6,New York,18:04:11,1,1
601,4374431,2013-09-27,2013,9,39.5182,-77.0394,8600,ML,1.9,Virginia,17:30:45,1,1
602,4374466,2013-09-30,2013,9,42.6368,-74.3189,15100,ML,2.3,New York,15:54:40,1,1
603,4221064,2012-12-20,2012,12,37.5701,-82.4448,100,ML,2.6,West Virginia,21:16:13,1,1
604,4310340,2013-02-05,2013,2,38.1304,-81.4062,200,ML,2.6,West Virginia,21:21:52,1,1
605,4310362,2013-02-06,2013,2,38.2644,-81.5796,300,ML,2.7,West Virginia,22:06:41,1,1
606,4820728,2014-07-18,2014,7,38.0481,-81.5315,300,ML,2.3,West Virginia,21:33:02,1,1
607,4369348,2013-05-17,2013,5,37.3674,-81.498,1200,ML,2.4,West Virginia,16:19:53,1,1
608,4767713,2014-02-05,2014,2,37.9763,-81.3969,1200,ML,2.2,West Virginia,20:57:51,1,1
609,5115021,2015-03-26,2015,3,40.1688,-77.3757,4800,ML,1.3,Pennsylvania,15:01:25,1,1
610,4310814,2013-04-03,2013,4,37.8982,-81.2216,11600,ML,2.4,West Virginia,21:10:33,1,1
611,4369206,2013-05-09,2013,5,38.0136,-81.6754,3000,ML,2.4,West Virginia,19:58:08,1,1
612,4371977,2013-08-14,2013,8,37.9262,-81.3502,5000,ML,2.4,West Virginia,11:00:29,1,1
613,usp000f32v,2007-01-20,2007,1,42.637,-78.796,8000,mblg,2.6,New York,17:20:00.870000,0,0
614,usp000f6fp,2007-03-11,2007,3,44.954,-73.84,7000,md,2.5,New York,02:33:13.270000,0,0
615,4371980,2013-08-14,2013,8,38.0799,-81.6791,4500,ML,2.3,West Virginia,16:57:11,1,1
616,4488587,2013-10-17,2013,10,37.9324,-81.3084,11600,ML,2.7,West Virginia,19:19:42,1,1
617,4374188,2013-09-13,2013,9,41.6275,-74.4942,13000,ML,2.1,New York,16:25:51,0,1
618,4374169,2013-09-12,2013,9,37.8513,-81.5968,6000,ML,2.4,West Virginia,18:15:11,1,1
619,4374202,2013-09-13,2013,9,37.4176,-81.2977,3000,ML,2.2,West Virginia,22:02:47,1,1
620,5153940,2015-05-14,2015,5,41.6029,-74.6254,7300,ML,2.5,New York,16:40:48,1,1
621,5005202,2014-09-02,2014,9,43.8631,-75.9632,9700,ML,1.9,New York,16:46:26,1,1
622,4488462,2013-10-09,2013,10,43.7471,-74.1067,14800,ML,2.1,New York,19:33:35,1,1
623,4488100,2013-11-18,2013,11,44.7805,-75.01,18700,ML,1.6,New York,17:05:19,0,1
624,4309449,2012-11-01,2012,11,37.726,-82.0464,2300,ML,3.1,West Virginia,20:49:45,0,1
625,4220964,2012-12-11,2012,12,37.6598,-82.0155,15500,ML,2.9,West Virginia,21:45:35,0,1
626,4221020,2012-12-17,2012,12,37.7396,-81.7707,6700,ML,3.1,West Virginia,21:06:20,0,1
627,4638420,2014-01-17,2014,1,37.7609,-82.0475,2000,ML,2.3,West Virginia,21:49:59,1,1
628,4218973,2012-10-03,2012,10,37.2248,-81.7327,6100,ML,2.5,West Virginia,21:41:24,1,1
629,4218974,2012-10-03,2012,10,37.753,-82.3437,8400,ML,2.3,West Virginia,21:42:30,1,1
630,4219042,2012-10-09,2012,10,37.2645,-81.7362,6300,ML,2.4,West Virginia,21:02:31,1,1
631,4219161,2012-10-22,2012,10,37.8491,-81.8419,3700,ML,2.6,West Virginia,18:54:43,1,1
632,4219244,2012-10-29,2012,10,38.0785,-81.6692,8000,ML,2.9,West Virginia,20:24:01,1,1
633,4309456,2012-11-02,2012,11,38.0923,-81.6586,12100,ML,2.5,West Virginia,19:27:24,1,1
634,4309492,2012-11-06,2012,11,38.0047,-81.4256,3500,ML,2.9,West Virginia,21:32:11,1,1
635,4220926,2012-12-07,2012,12,37.6105,-82.4557,5900,ML,2.7,West Virginia,21:30:03,1,1
636,4599578,2013-12-27,2013,12,39.7428,-79.7493,9900,ML,1.9,West Virginia,18:20:59,1,1
637,4220924,2012-12-07,2012,12,37.8631,-81.7757,12900,ML,2.6,West Virginia,21:08:16,1,1
638,5110465,2014-11-25,2014,11,38.1286,-80.4896,4200,ML,2.6,West Virginia,20:53:46,1,1
639,4638351,2014-01-10,2014,1,43.0069,-76.3628,11200,ML,1.9,New York,17:46:59,1,1
640,4638383,2014-01-14,2014,1,42.5283,-73.852,11900,ML,2.2,New York,18:26:12,1,1
641,4638395,2014-01-15,2014,1,37.9303,-81.3435,2300,ML,2.5,West Virginia,20:02:34,1,1
642,4221131,2012-12-28,2012,12,37.8434,-81.7465,4100,ML,2.8,West Virginia,21:05:48,1,1
643,4221101,2012-12-26,2012,12,37.9965,-81.3481,2700,ML,3.1,West Virginia,21:18:36,0,1
644,4221159,2012-12-31,2012,12,38.0759,-81.9874,8300,ML,2.6,West Virginia,16:02:41,0,1
645,4223383,2013-01-11,2013,1,38.1228,-82.0242,6500,ML,2.8,West Virginia,12:51:59,0,1
646,4223366,2013-01-09,2013,1,37.1756,-81.5974,6000,ML,2.5,West Virginia,22:08:54,1,1
647,4223434,2013-01-15,2013,1,37.727,-82.0382,7400,ML,2.5,West Virginia,21:44:05,1,1
648,4310337,2013-02-05,2013,2,37.8617,-81.6628,11300,ML,2.3,West Virginia,20:17:49,1,1
649,4310338,2013-02-05,2013,2,37.9389,-81.3595,5400,ML,2.7,West Virginia,20:58:33,1,1
650,4310339,2013-02-05,2013,2,38.0621,-81.6578,9100,ML,2.5,West Virginia,21:00:44,1,1
651,4310372,2013-02-07,2013,2,41.4976,-77.3517,7000,ML,2.3,Pennsylvania,19:17:23,1,1
652,usp00000s4,1973-02-28,1973,2,39.718,-75.441,14000,lg,3.8,New Jersey,08:21:32.300000,0,0
653,usp00002qn,1973-07-15,1973,7,43.9,-74.412,1000,mb,3.4,New York,10:32:37.700000,0,0
654,usp00005q5,1974-03-23,1974,3,38.917,-77.78,2000,lg,2.5,Virginia,09:46:33.800000,0,0
655,usp0000644,1974-04-27,1974,4,41.004,-75.955,3000,mb,3.0,Pennsylvania,14:45:39.100000,0,0
656,usp00006jz,1974-05-30,1974,5,37.382,-80.419,8000,lg,3.6,West Virginia,21:28:37.200000,0,0
657,usp00006p4,1974-06-07,1974,6,41.571,-73.94,2000,ml,3.3,New York,19:45:36.800000,0,0
658,usp00008g9,1974-10-20,1974,10,39.095,-81.593,11000,lg,3.4,West Virginia,15:13:55.100000,0,0
659,usp000f9db,2007-04-11,2007,4,43.325,-76.966,7000,ml,2.6,New York,02:32:17.480000,0,0
660,4767828,2014-02-19,2014,2,37.8876,-81.2202,11700,ML,2.4,West Virginia,23:03:02,1,1
661,4766642,2014-03-03,2014,3,40.8347,-78.6593,5900,ML,2.0,Pennsylvania,19:33:38,1,1
662,4766653,2014-03-04,2014,3,42.503,-73.852,10700,ML,2.2,New York,20:09:28,1,1
663,4766810,2014-03-14,2014,3,40.3757,-74.6601,22400,ML,2.2,New Jersey,17:00:04,1,1
664,5005436,2014-09-22,2014,9,44.0724,-75.8896,16900,ML,2.3,New York,15:33:15,1,1
665,4767791,2014-02-14,2014,2,38.31,-80.9764,15800,ML,2.6,West Virginia,19:00:05,1,1
666,4767815,2014-02-18,2014,2,37.3927,-81.2833,5000,ML,2.1,West Virginia,15:57:12,1,1
667,4767822,2014-02-19,2014,2,43.007,-76.355,14900,ML,2.2,New York,18:02:37,1,1
668,4225359,2013-03-06,2013,3,37.8611,-81.759,5400,ML,2.5,West Virginia,22:17:32,1,1
669,4225376,2013-03-07,2013,3,37.8602,-81.7522,3700,ML,2.5,West Virginia,21:46:29,1,1
670,4767814,2014-02-18,2014,2,39.512,-77.1912,10800,ML,1.4,Virginia,15:55:46,0,1
671,4225580,2013-03-21,2013,3,38.1168,-81.3519,11900,ML,2.7,West Virginia,20:10:03,1,1
672,4225584,2013-03-21,2013,3,37.7252,-82.0389,10600,ML,2.5,West Virginia,21:06:30,1,1
673,5111789,2015-01-28,2015,1,43.7411,-74.1111,14000,ML,2.1,New York,17:43:12,1,1
674,5111796,2015-01-29,2015,1,38.1291,-80.4586,3300,ML,2.3,West Virginia,16:27:58,1,1
675,5111806,2015-01-29,2015,1,37.8865,-81.2449,3900,ML,2.6,West Virginia,21:29:20,1,1
676,4820677,2014-07-15,2014,7,37.976,-81.4071,1300,ML,2.5,West Virginia,19:57:45,1,1
677,4310620,2013-02-28,2013,2,37.7476,-82.0349,4200,ML,2.7,West Virginia,16:44:21,1,1
678,4766875,2014-03-19,2014,3,38.0582,-81.6609,4900,ML,2.5,West Virginia,21:07:32,1,1
679,4766948,2014-03-24,2014,3,41.4455,-77.4008,12900,ML,2.0,Pennsylvania,17:53:50,0,1
680,4766905,2014-03-21,2014,3,41.4608,-77.3542,12300,ML,2.3,Pennsylvania,17:59:05,1,1
681,4766963,2014-03-25,2014,3,42.905,-74.1389,7400,ML,1.9,New York,16:02:20,1,1
682,4310832,2013-04-05,2013,4,38.0778,-81.6676,7600,ML,2.7,West Virginia,20:03:52,1,1
683,4311132,2013-04-30,2013,4,37.9224,-81.3574,14300,ML,2.4,West Virginia,11:00:50,1,1
684,4225641,2013-03-25,2013,3,40.0829,-81.0189,6500,ML,2.4,Ohio,19:51:06,0,1
685,usp000fbyb,2007-05-14,2007,5,43.706,-73.249,5600,mblg,2.9,Vermont,08:10:30,0,0
686,usp000fbzw,2007-05-15,2007,5,40.311,-76.03,7000,mblg,2.1,Pennsylvania,04:19:54.260000,0,0
687,usp000fgz1,2007-07-24,2007,7,42.6,-74.12,14000,md,2.6,New York,00:48:57.260000,0,0
688,usp000g1vf,2008-03-20,2008,3,45.017,-75.58,18000,md,2.8,Quebec,17:25:45.510000,0,0
689,usp000gj49,2008-10-02,2008,10,45.223,-73.887,18000,ml,2.9,Quebec,04:10:24.140000,0,0
690,4225666,2013-03-27,2013,3,38.0981,-82.0248,5800,ML,2.6,West Virginia,11:59:18,0,1
691,4369085,2013-05-02,2013,5,37.848,-81.5219,2600,ML,3.0,West Virginia,19:58:45,0,1
692,4369068,2013-05-01,2013,5,37.8779,-82.1735,2300,ML,2.7,West Virginia,19:57:12,1,1
693,4369095,2013-05-03,2013,5,37.9399,-81.3525,7300,ML,2.4,West Virginia,11:00:38,1,1
694,4808365,2014-05-01,2014,5,43.0254,-74.6929,11700,ML,2.1,New York,14:55:45,1,1
695,4808402,2014-05-05,2014,5,38.0587,-81.6518,3100,ML,2.5,West Virginia,18:48:55,1,1
696,4808557,2014-05-20,2014,5,37.8771,-81.2298,9600,ML,2.5,West Virginia,21:25:52,1,1
697,4808403,2014-05-05,2014,5,41.4608,-77.3713,11600,ML,2.5,Pennsylvania,19:14:42,1,1
698,4808435,2014-05-08,2014,5,42.9148,-74.1291,4600,ML,1.9,New York,14:39:57,1,1
699,5005438,2014-09-22,2014,9,42.9816,-75.1868,14400,ML,2.4,New York,17:34:32,1,1
700,4372715,2013-07-30,2013,7,38.1088,-81.9927,11500,ML,2.5,West Virginia,14:45:08,0,1
701,4372719,2013-07-30,2013,7,39.5475,-78.9344,13100,ML,2.0,Virginia,18:59:27,0,1
702,4820833,2014-07-30,2014,7,43.0204,-74.7073,12900,ML,2.0,New York,14:27:41,1,1
703,4820838,2014-07-30,2014,7,38.0803,-81.6653,5800,ML,2.2,West Virginia,19:46:41,1,1
704,4310626,2013-02-28,2013,2,38.0827,-81.36,17500,ML,2.5,West Virginia,21:18:07,1,1
705,4219051,2012-10-10,2012,10,37.7502,-82.0936,2900,ML,2.7,West Virginia,20:33:47,1,1
706,4310586,2013-02-25,2013,2,38.019,-81.3928,17400,ML,2.6,West Virginia,21:39:32,1,1
707,4310594,2013-02-26,2013,2,38.0624,-81.6455,15400,ML,2.7,West Virginia,20:58:23,1,1
708,4225329,2013-03-05,2013,3,38.0899,-81.3776,12800,ML,2.5,West Virginia,17:10:50,1,1
709,4223445,2013-01-16,2013,1,37.7528,-82.0699,700,ML,2.8,West Virginia,17:52:10,1,1
710,4808572,2014-05-22,2014,5,39.2902,-77.7949,17800,ML,1.5,Virginia,17:15:42,1,1
711,5110335,2014-11-12,2014,11,37.8452,-82.1089,2000,ML,2.1,West Virginia,17:20:39,1,1
712,4808609,2014-05-27,2014,5,43.0241,-74.6937,10700,ML,1.9,New York,16:26:22,1,1
713,4372022,2013-08-16,2013,8,39.7696,-79.802,7000,ML,2.1,West Virginia,15:57:37,1,1
714,4372162,2013-08-23,2013,8,37.8768,-81.5817,4800,ML,2.1,West Virginia,19:13:17,1,1
715,4808563,2014-05-21,2014,5,43.2451,-74.2158,14600,ML,1.7,New York,16:30:00,0,1
716,4372017,2013-08-16,2013,8,38.8248,-80.9404,15000,ML,2.6,West Virginia,11:19:36,0,1
717,5005413,2014-09-18,2014,9,38.0391,-81.4448,6800,ML,2.4,West Virginia,20:51:32,1,1
718,4225282,2013-03-01,2013,3,38.4764,-80.591,300,ML,2.6,West Virginia,21:48:53,1,1
719,4374374,2013-09-24,2013,9,37.9987,-81.4161,100,ML,2.2,West Virginia,14:52:37,1,1
720,4638493,2014-01-24,2014,1,40.4841,-77.8737,13300,ML,2.3,Pennsylvania,18:35:44,0,1
721,usp0000de4,1975-11-03,1975,11,43.894,-74.636,3000,mb,4.0,New York,20:54:55.900000,0,0
722,4220886,2012-12-04,2012,12,37.9215,-81.9665,1100,ML,2.4,West Virginia,21:06:50,1,1
723,usp0000fdj,1976-03-11,1976,3,40.998,-74.371,5000,lg,2.4,New Jersey,21:07:20.600000,0,0
724,5153926,2015-05-08,2015,5,42.6501,-74.2898,4800,ML,2.0,New York,16:22:36,1,1
725,5153932,2015-05-11,2015,5,42.9962,-76.3421,8600,ML,2.0,New York,15:30:15,1,1
726,5153942,2015-05-14,2015,5,42.9913,-76.0534,12900,ML,1.9,New York,17:33:40,1,1
727,5153952,2015-05-19,2015,5,42.9983,-76.0506,16700,ML,2.0,New York,16:53:03,1,1
728,5153956,2015-05-20,2015,5,42.5517,-73.8642,11400,ML,2.0,New York,17:09:58,1,1
729,5153957,2015-05-20,2015,5,43.6394,-73.8189,16300,ML,2.4,New York,19:00:07,1,1
730,4213942,2012-08-23,2012,8,37.5058,-82.1755,2500,ML,2.6,West Virginia,15:47:49,1,1
731,4214097,2012-08-31,2012,8,37.7556,-82.0993,7000,ML,2.5,West Virginia,20:48:01,1,1
732,4217587,2012-09-04,2012,9,37.2152,-81.6793,6100,ML,2.7,West Virginia,21:26:44,1,1
733,4217618,2012-09-07,2012,9,37.8092,-81.8087,5300,ML,2.5,West Virginia,20:17:43,1,1
734,4217670,2012-09-12,2012,9,37.3903,-82.2271,9900,ML,2.6,West Virginia,18:23:26,1,1
735,5005387,2014-09-16,2014,9,38.1141,-82.0543,500,ML,2.3,West Virginia,20:17:42,0,1
736,5005422,2014-09-19,2014,9,38.1165,-82.0371,300,ML,2.4,West Virginia,20:15:29,0,1
737,5153976,2015-05-26,2015,5,43.1047,-73.8586,16000,ML,1.6,New York,16:44:11,1,1
738,5153914,2015-05-05,2015,5,40.6732,-76.2443,14200,ML,2.0,Pennsylvania,14:14:40,1,1
739,4223529,2013-01-22,2013,1,37.649,-81.9099,5600,ML,2.7,West Virginia,14:58:20,1,1
740,4223604,2013-01-25,2013,1,37.956,-81.3413,6500,ML,2.4,West Virginia,22:37:33,1,1
741,4369409,2013-05-20,2013,5,40.1968,-80.9572,14900,ML,2.4,Pennsylvania,18:12:28,1,1
742,5006120,2014-08-08,2014,8,37.7423,-82.02,300,ML,2.5,West Virginia,16:46:57,1,1
743,5006257,2014-08-26,2014,8,40.8153,-76.2636,100,ML,2.3,Pennsylvania,13:45:59,1,1
744,4369411,2013-05-20,2013,5,37.8678,-82.1678,2000,ML,2.5,West Virginia,19:56:26,1,1
745,5110401,2014-11-18,2014,11,38.1164,-81.4357,100,ML,2.3,West Virginia,20:37:19,1,1
746,4225328,2013-03-05,2013,3,37.8425,-81.8598,12000,ML,2.6,West Virginia,16:37:56,1,1
747,5005443,2014-09-23,2014,9,38.1951,-81.8214,8300,ML,2.3,West Virginia,16:34:10,1,1
